Trajectory ID,Vehicle ID,Time Stamp,Latitude,Longitude
1,JJFZ39,107.8,43.77448948775667,-79.47218965346639
,,108.0,43.77448959943201,-79.47218867555257
,,108.2,43.77448982244406,-79.47218672269034
,,108.4,43.77449015630975,-79.47218379910967
,,108.6,43.77449060035218,-79.4721799107381
,,108.8,43.77449115363724,-79.4721750657554
,,109.0,43.77449181489379,-79.47216927529264
,,109.2,43.77449258241432,-79.4721625543021
,,109.4,43.77449345393291,-79.47215492262579
,,109.6,43.774494426477446,-79.47214640628987
,,109.8,43.77449549619351,-79.47213703904649
,,110.0,43.77450198755759,-79.47212803158043
,,110.2,43.77450323547258,-79.47211710389246
,,110.4,43.774504561527536,-79.47210549195172
,,110.6,43.77450595607398,-79.47209328024775
,,110.8,43.7745074074221,-79.47208057114528
,,111.0,43.77450890169347,-79.47206748617434
,,111.2,43.77451004866402,-79.4720542489059
,,111.4,43.77451125620267,-79.47203990142427
,,111.6,43.774512543033254,-79.4720246118283
,,111.8,43.77451390810645,-79.47200839258548
,,112.0,43.77451535018453,-79.47199125840201
,,112.2,43.77451686782615,-79.47197322640342
,,112.4,43.774518459373326,-79.47195431628916
,,112.6,43.77452012294132,-79.47193455045296
,,112.8,43.77452185641204,-79.47191395406098
,,113.0,43.77452365743167,-79.47189255508056
,,113.2,43.774525523412805,-79.47187038425399
,,113.4,43.774527451541616,-79.47184747501403
,,113.6,43.77452943878994,-79.47182386334015
,,113.8,43.774531481932144,-79.47179958755804
,,114.0,43.7745335775663,-79.47177468808788
,,114.2,43.77453572213899,-79.47174920715011
,,114.4,43.77453791197265,-79.47172318843991
,,114.6,43.77454014329451,-79.47169667678389
,,114.8,43.77454241226573,-79.47166971779346
,,115.0,43.774544715009675,-79.47164235752939
,,115.2,43.774547047637974,-79.47161464219153
,,115.4,43.77454940627355,-79.47158661784583
,,115.6,43.7745517870696,-79.47155833019846
,,115.8,43.77455418622402,-79.47152982442435
,,116.0,43.77455124060885,-79.47150027983328
,,116.2,43.7745536652949,-79.47147147070275
,,116.4,43.774556097270704,-79.47144257495843
,,116.6,43.77455853295728,-79.47141363512422
,,116.8,43.77456096881812,-79.47138469321943
,,117.0,43.774563401345205,-79.47135579092505
,,117.2,43.77456582704146,-79.47132696979178
,,117.4,43.774568242400306,-79.47129827148323
,,117.6,43.77457064388288,-79.47126973804701
,,117.8,43.774573027893496,-79.4712414122055
,,118.0,43.77457539075426,-79.47121333765789
,,118.2,43.77457772867959,-79.47118555938292
,,118.4,43.77458003775168,-79.47115812393022
,,118.6,43.77458231389821,-79.4711310796858
,,118.8,43.77458455287362,-79.47110447709342
,,119.0,43.77458675024606,-79.47107836881051
,,119.2,43.77458890139196,-79.47105280977254
,,119.4,43.77459100150079,-79.47102785713618
,,119.6,43.77459304559287,-79.47100357006796
,,119.8,43.774595028553,-79.4709800093447
,,120.0,43.77459694518263,-79.4709572367333
,,120.2,43.7745987902727,-79.4709353141259
,,120.4,43.774600558697905,-79.47091430241899
,,120.6,43.77460224553178,-79.47089426014705
,,120.8,43.77460384617912,-79.47087524190837
,,121.0,43.77460753919351,-79.47085581403668
,,121.2,43.774611595716905,-79.47083775427959
,,121.4,43.77461582750855,-79.47081891422332
,,121.6,43.7746202274684,-79.47079932547739
,,121.8,43.77462478768823,-79.4707790232495
,,122.0,43.77462949944738,-79.47075804636427
,,122.2,43.77463950537226,-79.47073865704046
,,122.4,43.77464449086057,-79.47071646150526
,,122.6,43.774649597016655,-79.47069372875369
,,122.8,43.77465481209987,-79.47067051105546
,,123.0,43.77466012373059,-79.470646863525
,,123.2,43.77466551895188,-79.470622843847
,,123.4,43.77467098429291,-79.47059851199387
,,123.6,43.77467650583061,-79.47057392995158
,,123.8,43.77468206924601,-79.4705491614686
,,124.0,43.774687659872555,-79.47052427184083
,,124.2,43.77469326273452,-79.47049932774061
,,124.4,43.774698862574816,-79.47047439709297
,,124.6,43.77470444387282,-79.47044954899611
,,124.8,43.77470999085452,-79.47042485367646
,,125.0,43.77471548749857,-79.47040038246142
,,125.2,43.774720917543796,-79.47037620774621
,,125.4,43.774726264504764,-79.4703524029245
,,125.6,43.77473151170361,-79.47032904224658
,,125.8,43.774736642327156,-79.47030620056518
,,126.0,43.774741639518574,-79.4702839529274
,,126.2,43.77474648651237,-79.4702623739737
,,126.4,43.77475116681957,-79.47024153711344
,,126.6,43.77475566446661,-79.47022151346138
,,126.8,43.774759964286396,-79.47020237054188
,,127.0,43.77476405225332,-79.47018417079732
,,127.2,43.77476791482,-79.47016696988193
,,127.4,43.77477195417625,-79.4701489802984
,,127.6,43.77477616333778,-79.47013023447398
,,127.8,43.77478053421792,-79.47011076842335
,,128.0,43.77478505779108,-79.47009062234257
,,128.2,43.77478972408043,-79.4700698406643
,,128.4,43.774789369841024,-79.47004625292612
,,128.6,43.77479428785344,-79.4700243501798
,,128.8,43.774799313040106,-79.47000197012473
,,129.0,43.77480443178511,-79.4699791734004
,,129.2,43.7748096296682,-79.46995602422854
,,129.4,43.774814891524734,-79.469932590146
,,129.6,43.774820201509286,-79.46990894172163
,,129.8,43.77482554316006,-79.46988515226931
,,130.0,43.77483089946189,-79.46986129756743
,,130.2,43.774836252906816,-79.46983745558896
,,130.4,43.77484158555288,-79.46981370623983
,,130.6,43.774846879083334,-79.46979013109502
,,130.8,43.77485211487089,-79.46976681311271
